1,2
2,3
3,6
4,9
5,4
6,7
7,7
8,4
9,3
10,1
11,6
12,8
13,3
14,9
15,10
16,12
17,7
18,3
19,5
20,12
21,11
22,15
23,17
24,10
25,20
26,21
27,20
28,36
29,11
30,20
31,16
32,25
33,3
34,15
35,23
36,28
37,21
38,19
39,23
40,38
41,34
42,33
43,17
44,14
45,24
46,6
47,18
48,34
49,21
50,21
51,26
52,13
53,40
54,20
55,3
56,3
57,10
58,7
59,27
60,21
61,28
62,26
63,7
64,27
65,36
66,13
67,18
68,11
69,4
70,3
71,8
72,33
73,27
74,31
75,34
76,15
77,40
78,28
79,37
80,17
81,29
82,35
83,16
84,18
85,7
86,7
87,3
88,40
89,10
90,7
91,15
92,14
93,39
94,35
95,40
96,5
97,40
98,26
99,15
100,7
101,39
102,26
103,37
104,27
105,36
106,20
107,26
108,25
109,23
110,8
111,36
112,11
113,30
114,17
115,9
116,6
117,8
118,19
119,15
120,37
121,24
122,6
123,5
124,36
125,37
126,1
127,6
128,30
129,34
130,0
131,10
132,8
133,2
134,34
135,7
136,10
137,29
138,9
139,22
140,19
141,13
142,34
143,25
144,27
145,33
146,23
147,34
148,34
149,11
150,37
151,5
152,28
153,25
154,13
155,9
156,13
157,28
158,34
159,2
160,25
161,23
162,3
163,18
164,4
165,10
166,37
167,17
168,40
169,24
170,12
171,24
172,8
173,16
174,36
175,37
176,35
177,3
178,26
179,1
180,23
181,4
182,12
183,28
184,15
185,8
186,21
187,23
188,26
189,28
190,35
191,19
192,31
193,37
194,12
195,4
196,0
197,32
198,12
199,13
200,15
201,4
202,9
203,0
204,28
205,24
206,30
207,20
208,13
209,38
210,3
211,23
212,4
213,6
214,14
215,13
216,9
217,10
218,0
219,40
220,33
221,31
222,40
223,19
224,29
225,28
226,2
227,19
228,13
229,23
230,4
231,29
232,31
233,8
234,7
235,19
236,34
237,39
238,11
239,13
240,27
241,34
242,39
243,0
244,18
245,2
246,35
247,11
248,40
249,39
250,2
251,28
252,14
253,20
254,12
255,9
256,10
257,2
258,10
259,27
260,31
261,27
262,33
263,6
264,8
265,18
266,39
267,4
268,16
269,33
270,15
271,6
272,17
273,19
274,14
275,15
276,40
277,17
278,40
279,40
280,7
281,34
282,30
283,15
284,27
285,5
286,15
287,30
288,6
289,35
290,25
291,31
292,18
293,4
294,26
295,19
296,14
297,3
298,10
299,40
300,3
301,12
302,36
303,27
304,37
305,33
306,40
307,17
308,29
309,11
310,4
311,22
312,39
313,5
314,10
315,33
316,29
317,29
318,25
319,35
320,7
321,31
322,34
323,25
324,8
325,12
326,3
327,19
328,38
329,7
330,25
331,7
332,22
333,2
334,11
335,40
336,1
337,19
338,23
339,14
340,20
341,34
342,11
343,38
344,12
345,26
346,28
347,33
348,0
349,22
350,40
351,38
352,2
353,20
354,15
355,22
356,23
357,30
358,15
359,31
360,7
361,30
362,35
363,12
364,10
365,21
366,19
367,33
368,15
369,23
370,39
371,11
372,16
373,36
374,14
375,34
376,28
377,29
378,4
379,10
380,20
381,36
382,0
383,19
384,19
385,36
386,16
387,24
388,24
389,14
390,30
391,28
392,23
393,16
394,18
395,7
396,2
397,5
398,9
399,23
400,35
401,28
402,40
403,16
404,20
405,37
406,0
407,6
408,15
409,12
410,19
411,25
412,22
413,32
414,19
415,1
416,40
417,31
418,20
419,35
420,9
421,29
422,23
423,2
424,4
425,29
426,25
427,3
428,37
429,21
430,27
431,37
432,12
433,33
434,11
435,37
436,30
437,11
438,26
439,14
440,38
441,25
442,30
443,34
444,9
445,14
446,24
447,27
448,34
449,15
450,19
451,37
452,33
453,11
454,40
455,10
456,34
457,37
458,8
459,6
460,21
461,16
462,10
463,15
464,7
465,4
466,15
467,33
468,21
469,7
470,7
471,21
472,35
473,22
474,17
475,8
476,18
477,36
478,38
479,1
480,0
481,20
482,5
483,38
484,33
485,9
486,22
487,25
488,37
489,1
490,37
491,14
492,2
493,4
494,5
495,26
496,18
497,1
498,6
499,16
500,11
501,13
502,29
503,12
504,28
505,25
506,34
507,20
508,5
509,28
510,4
511,22
512,10
513,17
514,25
515,36
516,5
517,6
518,8
519,33
520,37
521,33
522,9
523,25
524,14
525,30
526,31
527,26
528,24
529,13
530,17
531,2
532,17
533,37
534,33
535,35
536,34
537,26
538,37
539,8
540,5
541,24
542,9
543,4
544,10
545,38
546,34
547,22
548,0
549,7
550,6
551,36
552,40
553,34
554,40
555,17
556,20
557,9
558,12
559,13
560,15
561,30
562,35
563,25
564,2
565,23
566,6
567,6
568,26
569,12
570,3
571,6
572,7
573,21
574,1
575,3
576,11
577,20
578,35
579,9
580,15
581,15
582,36
583,14
584,14
585,38
586,7
587,34
588,17
589,4
590,4
591,0
592,38
593,19
594,38
595,3
596,38
597,1
598,19
599,36
600,39
601,34
602,14
603,1
604,8
605,14
606,30
607,21
608,3
609,6
610,31
611,18
612,34
613,32
614,30
615,8
616,33
617,25
618,8
619,1
620,24
621,27
622,14
623,25
624,14
625,22
626,35
627,36
628,21
629,4
630,7
631,3
632,10
633,14
634,10
635,32
636,31
637,9
638,9
639,6
640,3
641,25
642,24
643,21
644,24
645,6
646,3
647,5
648,2
649,18
650,9
651,28
652,11
653,13
654,19
655,40
656,5
657,7
658,37
659,22
660,33
661,3
662,17
663,31
664,11
665,17
666,37
667,27
668,39
669,27
670,14
671,37
672,19
673,24
674,1
675,8
676,38
677,7
678,28
679,40
680,14
681,40
682,20
683,35
684,29
685,40
686,0
687,37
688,5
689,10
690,34
691,16
692,2
693,20
694,30
695,13
696,26
697,2
698,30
699,32
700,6
701,14
702,2
703,20
704,27
705,15
706,16
707,7
708,26
709,36
710,18
711,9
712,19
713,30
714,33
715,4
716,18
717,7
718,20
719,16
720,14
721,25
722,24
723,20
724,18
725,4
726,30
727,22
728,15
729,18
730,7
731,24
732,6
733,31
734,16
735,6
736,22
737,2
738,12
739,33
740,32
741,28
742,12
743,21
744,21
745,30
746,28
747,30
748,19
749,33
750,29
751,6
752,19
753,6
754,0
755,6
756,23
757,7
758,8
759,7
760,29
761,40
762,28
763,11
764,2
765,12
766,29
767,17
768,40
769,21
770,28
771,34
772,8
773,7
774,12
775,16
776,6
777,0
778,4
779,20
780,16
781,2
782,4
783,23
784,6
785,3
786,25
787,7
788,17
789,40
790,38
791,29
792,4
793,14
794,5
795,36
796,9
797,32
798,30
799,33
800,31
801,2
802,2
803,10
804,23
805,22
806,20
807,40
808,0
809,29
810,1
811,31
812,9
813,23
814,25
815,19
816,9
817,5
818,9
819,21
820,17
821,0
822,24
823,19
824,12
825,36
826,32
827,12
828,22
829,28
830,16
831,2
832,37
833,22
834,17
835,12
836,36
837,24
838,21
839,6
840,39
841,7
842,4
843,0
844,32
845,39
846,33
847,5
848,20
849,4
850,16
851,18
852,37
853,5
854,30
855,35
856,18
857,25
858,27
859,3
860,13
861,14
862,9
863,8
864,11
865,28
866,10
867,22
868,8
869,2
870,0
871,38
872,5
873,20
874,1
875,7
876,21
877,18
878,39
879,11
880,6
881,30
882,20
883,11
884,19
885,29
886,13
887,7
888,6
889,4
890,37
891,35
892,17
893,20
894,3
895,5
896,40
897,12
898,28
899,33
900,31
901,14
902,23
903,11
904,14
905,5
906,6
907,29
908,2
909,34
910,0
911,38
912,1
913,12
914,21
915,29
916,26
917,30
918,1
919,9
920,35
921,2
922,26
923,30
924,18
925,21
926,12
927,9
928,17
929,11
930,36
931,15
932,20
933,5
934,6
935,31
936,40
937,24
938,11
939,22
940,37
941,29
942,22
943,28
944,11
945,7
946,0
947,8
948,8
949,23
